0,0,40,0,60
1,0,36,0,66
2,0,32,0,68
3,4,28,0,70
4,8,24,0,72
5,12,20,0,74
6,16,16,0,76
7,20,20,0,78
8,20,20,0,80
9,20,16,0,82
10,24,10,1,84
11,30,5,00,87
12,40,0,00,90
13,40,5,8,92
14,30,5,30,95
15,0,0,50,98
